2	2	0.0002857143	0.0034	0.0044	0.007566	0	0	0	0	0	0	0	0	-2.396e-06	2.442e-07
2	2	0.0002857143	0.0034	0.0044	0.007561095	0	0	-0.00981	0	0	0	0	0	-2.396e-06	2.442e-07
2	2	0.0002857143	0.0034	0.0044	0.00754638	0	0	-0.01962	0	0	0	0	0	-2.396e-06	2.442e-07
2	2	0.0002857143	0.0034	0.0044	0.007521855	0	0	-0.02943	0	0	0	0	0	-2.396e-06	2.442e-07
2	2	0.0002857143	0.0034	0.0044	0.00748752	0	0	-0.03924	0	0	0	0	0	-2.396e-06	2.442e-07
2	2	0.0002857143	0.0034	0.0044	0.007443375	0	0	-0.04905	0	0	0	0	0	-2.396e-06	2.442e-07
2	2	0.0002857143	0.0034	0.0044	0.00738942	0	0	-0.05886	0	0	0	0	0	-2.396e-06	2.442e-07
2	2	0.0002857143	0.0034	0.0044	0.007325655	0	0	-0.06867	0	0	0	0	0	-2.396e-06	2.442e-07
2	2	0.0002857143	0.0034	0.0044	0.00725208	0	0	-0.07848	0	0	0	0	0	-2.396e-06	2.442e-07
2	2	0.0002857143	0.0034	0.0044	0.007168695	0	0	-0.08829	0	0	0	0	0	-2.396e-06	2.442e-07
2	2	0.0002857143	0.0034	0.0044	0.0070755	0	0	-0.0981	0	0	0	0	0	-2.396e-06	2.442e-07
2	2	0.0002857143	0.0034	0.0044	0.006972495	0	0	-0.10791	0	0	0	0	0	-2.396e-06	2.442e-07
2	2	0.0002857143	0.0034	0.0044	0.00685968	0	0	-0.11772	0	0	0	0	0	-2.396e-06	2.442e-07
2	2	0.0002857143	0.0034	0.0044	0.006737055	0	0	-0.12753	0	0	0	0	0	-2.396e-06	2.442e-07
2	2	0.0002857143	0.0034	0.0044	0.00660462	0	0	-0.13734	0	0	0	0	0	-2.396e-06	2.442e-07
2	2	0.0002857143	0.0034	0.0044	0.006462375	0	0	-0.14715	0	0	0	0	0	-2.396e-06	2.442e-07
2	2	0.0002857143	0.0033560487	0.0044	0.0064473521	-0.0470277557	0	-0.0103450479	0	-138.8023357042	0	0	0	-2.396e-06	2.442e-07
2	2	0.0002857143	0.0033090209	0.0044	0.006432102	-0.0470277557	0	-0.0201550479	0	-138.8023357042	0	0	0	-2.396e-06	2.442e-07
2	2	0.0002857143	0.0032619932	0.0044	0.006407042	-0.0470277557	0	-0.0299650479	0	-138.8023357042	0	0	0	-2.396e-06	2.442e-07
2	2	0.0002857143	0.0032149654	0.0044	0.0063721719	-0.0470277557	0	-0.0397750479	0	-138.8023357042	0	0	0	-2.396e-06	2.442e-07
2	2	0.0002857143	0.0031679377	0.0044	0.0063274919	-0.0470277557	0	-0.0495850479	0	-138.8023357042	0	0	0	-2.396e-06	2.442e-07
2	2	0.0002857143	0.0031295206	0.0044	0.0062996948	-0.0225151877	0	-0.0150558369	0	-94.2936400748	0	7.8472e-06	0	5.1195e-06	2.442e-07
